class_name,original_filename,flipped_filename,type
n01930112,sketch_27.JPEG,sketch_47.JPEG,symmetry
n01930112,sketch_27.JPEG,sketch_7.JPEG,horizontal
n01930112,sketch_29.JPEG,sketch_49.JPEG,symmetry
n01950731,sketch_11.JPEG,sketch_17.JPEG,symmetry
n01950731,sketch_11.JPEG,sketch_23.JPEG,vertical
n01950731,sketch_11.JPEG,sketch_29.JPEG,horizontal
n01950731,sketch_11.JPEG,sketch_47.JPEG,vertical
n01950731,sketch_11.JPEG,sketch_5.JPEG,horizontal
n01950731,sketch_12.JPEG,sketch_24.JPEG,vertical
n01950731,sketch_12.JPEG,sketch_30.JPEG,symmetry
n01950731,sketch_12.JPEG,sketch_42.JPEG,horizontal
n01950731,sketch_12.JPEG,sketch_6.JPEG,symmetry
n01950731,sketch_13.JPEG,sketch_19.JPEG,horizontal
n01950731,sketch_14.JPEG,sketch_2.JPEG,vertical
n01950731,sketch_14.JPEG,sketch_20.JPEG,horizontal
n01950731,sketch_14.JPEG,sketch_32.JPEG,symmetry
n01950731,sketch_14.JPEG,sketch_44.JPEG,horizontal
n01950731,sketch_14.JPEG,sketch_50.JPEG,vertical
n01950731,sketch_14.JPEG,sketch_8.JPEG,symmetry
n01950731,sketch_16.JPEG,sketch_22.JPEG,horizontal
n01950731,sketch_16.JPEG,sketch_28.JPEG,vertical
n01950731,sketch_16.JPEG,sketch_34.JPEG,symmetry
n01950731,sketch_16.JPEG,sketch_4.JPEG,vertical
n01950731,sketch_16.JPEG,sketch_40.JPEG,origin
n01950731,sketch_31.JPEG,sketch_49.JPEG,horizontal
n01950731,sketch_31.JPEG,sketch_7.JPEG,origin
n01950731,sketch_33.JPEG,sketch_45.JPEG,vertical
n01968897,sketch_0.JPEG,sketch_44.JPEG,horizontal
n01968897,sketch_1.JPEG,sketch_45.JPEG,origin
n01968897,sketch_49.JPEG,sketch_5.JPEG,horizontal
n01978287,sketch_0.JPEG,sketch_27.JPEG,horizontal
n01978287,sketch_10.JPEG,sketch_37.JPEG,horizontal
n01978287,sketch_16.JPEG,sketch_43.JPEG,horizontal
n01978287,sketch_17.JPEG,sketch_44.JPEG,origin
n01978287,sketch_2.JPEG,sketch_29.JPEG,horizontal
n01978287,sketch_20.JPEG,sketch_47.JPEG,horizontal
n01978287,sketch_23.JPEG,sketch_50.JPEG,horizontal
n01978287,sketch_3.JPEG,sketch_30.JPEG,origin
n01978287,sketch_34.JPEG,sketch_7.JPEG,horizontal
n01985128,sketch_0.JPEG,sketch_35.JPEG,horizontal
n01985128,sketch_13.JPEG,sketch_48.JPEG,horizontal
n01985128,sketch_2.JPEG,sketch_37.JPEG,horizontal
n01985128,sketch_44.JPEG,sketch_9.JPEG,horizontal
n02002556,sketch_3.JPEG,sketch_50.JPEG,horizontal
n02009229,sketch_1.JPEG,sketch_49.JPEG,horizontal
n02009912,sketch_0.JPEG,sketch_22.JPEG,horizontal
n02009912,sketch_12.JPEG,sketch_34.JPEG,horizontal
n02009912,sketch_13.JPEG,sketch_35.JPEG,horizontal
n02009912,sketch_15.JPEG,sketch_37.JPEG,horizontal
n02009912,sketch_16.JPEG,sketch_38.JPEG,horizontal
n02009912,sketch_2.JPEG,sketch_24.JPEG,horizontal
n02009912,sketch_2.JPEG,sketch_46.JPEG,vertical
n02009912,sketch_23.JPEG,sketch_45.JPEG,symmetry
n02009912,sketch_25.JPEG,sketch_47.JPEG,symmetry
n02009912,sketch_26.JPEG,sketch_4.JPEG,horizontal
n02009912,sketch_26.JPEG,sketch_48.JPEG,symmetry
n02009912,sketch_30.JPEG,sketch_8.JPEG,horizontal
n02011460,sketch_0.JPEG,sketch_45.JPEG,origin
n02011460,sketch_4.JPEG,sketch_49.JPEG,horizontal
n02018795,sketch_13.JPEG,sketch_44.JPEG,horizontal
n02018795,sketch_15.JPEG,sketch_46.JPEG,horizontal
n02018795,sketch_19.JPEG,sketch_50.JPEG,horizontal
n02018795,sketch_3.JPEG,sketch_34.JPEG,horizontal
n02018795,sketch_37.JPEG,sketch_6.JPEG,horizontal
n02027492,sketch_10.JPEG,sketch_47.JPEG,origin
n02027492,sketch_12.JPEG,sketch_49.JPEG,horizontal
n02027492,sketch_42.JPEG,sketch_5.JPEG,origin
n02027492,sketch_43.JPEG,sketch_6.JPEG,origin
n02037110,sketch_0.JPEG,sketch_43.JPEG,horizontal
n02037110,sketch_3.JPEG,sketch_46.JPEG,horizontal
n02037110,sketch_4.JPEG,sketch_47.JPEG,horizontal
n02051845,sketch_2.JPEG,sketch_50.JPEG,horizontal
n02056570,sketch_0.JPEG,sketch_35.JPEG,horizontal
n02056570,sketch_13.JPEG,sketch_48.JPEG,horizontal
n02056570,sketch_40.JPEG,sketch_5.JPEG,horizontal
n02056570,sketch_42.JPEG,sketch_7.JPEG,horizontal
n02058221,sketch_0.JPEG,sketch_46.JPEG,horizontal
n02077923,sketch_1.JPEG,sketch_50.JPEG,horizontal
n02085782,sketch_16.JPEG,sketch_2.JPEG,origin
n02085782,sketch_16.JPEG,sketch_50.JPEG,horizontal
n02086240,sketch_1.JPEG,sketch_50.JPEG,origin
n02087046,sketch_2.JPEG,sketch_45.JPEG,horizontal
n02087046,sketch_3.JPEG,sketch_46.JPEG,origin
n02088238,sketch_1.JPEG,sketch_50.JPEG,origin
n02088364,sketch_0.JPEG,sketch_49.JPEG,horizontal
n02088364,sketch_1.JPEG,sketch_50.JPEG,horizontal
n02088632,sketch_10.JPEG,sketch_39.JPEG,horizontal
n02088632,sketch_12.JPEG,sketch_41.JPEG,horizontal
n02088632,sketch_15.JPEG,sketch_44.JPEG,horizontal
n02088632,sketch_16.JPEG,sketch_45.JPEG,horizontal
n02088632,sketch_18.JPEG,sketch_47.JPEG,origin
n02088632,sketch_21.JPEG,sketch_50.JPEG,origin
n02088632,sketch_38.JPEG,sketch_9.JPEG,horizontal
n02089867,sketch_0.JPEG,sketch_12.JPEG,vertical
n02089867,sketch_0.JPEG,sketch_36.JPEG,vertical
n02089867,sketch_0.JPEG,sketch_42.JPEG,symmetry
n02089867,sketch_0.JPEG,sketch_48.JPEG,origin
n02089867,sketch_0.JPEG,sketch_6.JPEG,horizontal
n02089867,sketch_13.JPEG,sketch_19.JPEG,horizontal
n02089867,sketch_13.JPEG,sketch_25.JPEG,vertical
n02089867,sketch_13.JPEG,sketch_31.JPEG,symmetry
n02089867,sketch_13.JPEG,sketch_37.JPEG,origin
n02089867,sketch_13.JPEG,sketch_43.JPEG,horizontal
n02089867,sketch_15.JPEG,sketch_33.JPEG,symmetry
n02089867,sketch_15.JPEG,sketch_45.JPEG,horizontal
n02089867,sketch_15.JPEG,sketch_9.JPEG,symmetry
n02089867,sketch_16.JPEG,sketch_22.JPEG,horizontal
n02089867,sketch_16.JPEG,sketch_34.JPEG,symmetry
n02089867,sketch_16.JPEG,sketch_46.JPEG,horizontal
n02089867,sketch_2.JPEG,sketch_20.JPEG,symmetry
n02089867,sketch_2.JPEG,sketch_32.JPEG,horizontal
n02089867,sketch_2.JPEG,sketch_38.JPEG,vertical
n02089867,sketch_2.JPEG,sketch_44.JPEG,symmetry
n02089867,sketch_2.JPEG,sketch_50.JPEG,origin
n02089867,sketch_2.JPEG,sketch_8.JPEG,horizontal
n02089867,sketch_23.JPEG,sketch_35.JPEG,vertical
n02089867,sketch_23.JPEG,sketch_41.JPEG,horizontal
n02089867,sketch_23.JPEG,sketch_5.JPEG,symmetry
n02089973,sketch_1.JPEG,sketch_11.JPEG,origin
n02089973,sketch_1.JPEG,sketch_15.JPEG,origin
n02089973,sketch_1.JPEG,sketch_17.JPEG,origin
n02089973,sketch_1.JPEG,sketch_23.JPEG,origin
n02089973,sketch_1.JPEG,sketch_27.JPEG,origin
n02089973,sketch_1.JPEG,sketch_3.JPEG,origin
n02089973,sketch_1.JPEG,sketch_31.JPEG,origin
n02089973,sketch_1.JPEG,sketch_33.JPEG,origin
n02089973,sketch_1.JPEG,sketch_35.JPEG,origin
n02089973,sketch_1.JPEG,sketch_41.JPEG,origin
n02089973,sketch_1.JPEG,sketch_49.JPEG,origin
n02089973,sketch_1.JPEG,sketch_5.JPEG,origin
n02089973,sketch_1.JPEG,sketch_9.JPEG,origin
n02089973,sketch_10.JPEG,sketch_12.JPEG,symmetry
n02089973,sketch_10.JPEG,sketch_14.JPEG,vertical
n02089973,sketch_10.JPEG,sketch_16.JPEG,horizontal
n02089973,sketch_10.JPEG,sketch_2.JPEG,origin
n02089973,sketch_10.JPEG,sketch_22.JPEG,vertical
n02089973,sketch_10.JPEG,sketch_24.JPEG,horizontal
n02089973,sketch_10.JPEG,sketch_26.JPEG,origin
n02089973,sketch_10.JPEG,sketch_30.JPEG,vertical
n02089973,sketch_10.JPEG,sketch_32.JPEG,horizontal
n02089973,sketch_10.JPEG,sketch_36.JPEG,symmetry
n02089973,sketch_10.JPEG,sketch_4.JPEG,symmetry
n02089973,sketch_10.JPEG,sketch_42.JPEG,origin
n02089973,sketch_10.JPEG,sketch_48.JPEG,horizontal
n02089973,sketch_10.JPEG,sketch_6.JPEG,vertical
n02089973,sketch_10.JPEG,sketch_8.JPEG,horizontal
n02090379,sketch_0.JPEG,sketch_10.JPEG,horizontal
n02090379,sketch_0.JPEG,sketch_20.JPEG,vertical
n02090379,sketch_13.JPEG,sketch_23.JPEG,symmetry
n02090379,sketch_13.JPEG,sketch_3.JPEG,horizontal
n02090379,sketch_13.JPEG,sketch_43.JPEG,horizontal
n02090379,sketch_14.JPEG,sketch_44.JPEG,horizontal
n02090379,sketch_15.JPEG,sketch_25.JPEG,origin
n02090379,sketch_15.JPEG,sketch_45.JPEG,origin
n02090379,sketch_15.JPEG,sketch_5.JPEG,origin
n02090379,sketch_16.JPEG,sketch_36.JPEG,origin
n02090379,sketch_17.JPEG,sketch_47.JPEG,horizontal
n02090379,sketch_17.JPEG,sketch_7.JPEG,horizontal
n02090379,sketch_18.JPEG,sketch_48.JPEG,horizontal
n02090379,sketch_19.JPEG,sketch_49.JPEG,horizontal
n02090379,sketch_19.JPEG,sketch_9.JPEG,horizontal
n02090379,sketch_2.JPEG,sketch_22.JPEG,vertical
n02090379,sketch_27.JPEG,sketch_37.JPEG,horizontal
n02090379,sketch_28.JPEG,sketch_38.JPEG,horizontal
n02090622,sketch_0.JPEG,sketch_48.JPEG,horizontal
n02091032,sketch_1.JPEG,sketch_39.JPEG,horizontal
n02091032,sketch_2.JPEG,sketch_40.JPEG,horizontal
n02091032,sketch_45.JPEG,sketch_7.JPEG,horizontal
n02091032,sketch_47.JPEG,sketch_9.JPEG,origin
n02091467,sketch_15.JPEG,sketch_40.JPEG,origin
n02091831,sketch_1.JPEG,sketch_44.JPEG,horizontal
n02091831,sketch_48.JPEG,sketch_5.JPEG,horizontal
n02092002,sketch_1.JPEG,sketch_47.JPEG,horizontal
n02092002,sketch_3.JPEG,sketch_49.JPEG,horizontal
n02093256,sketch_12.JPEG,sketch_43.JPEG,origin
n02093256,sketch_15.JPEG,sketch_46.JPEG,horizontal
n02093256,sketch_16.JPEG,sketch_47.JPEG,horizontal
n02093256,sketch_2.JPEG,sketch_33.JPEG,horizontal
n02093256,sketch_3.JPEG,sketch_34.JPEG,horizontal
n02093256,sketch_36.JPEG,sketch_5.JPEG,origin
n02093256,sketch_37.JPEG,sketch_6.JPEG,horizontal
n02093428,sketch_1.JPEG,sketch_33.JPEG,horizontal
n02093428,sketch_10.JPEG,sketch_42.JPEG,origin
n02093428,sketch_12.JPEG,sketch_44.JPEG,horizontal
n02093428,sketch_38.JPEG,sketch_6.JPEG,origin
n02093428,sketch_40.JPEG,sketch_8.JPEG,horizontal
n02094114,sketch_0.JPEG,sketch_24.JPEG,horizontal
n02094114,sketch_0.JPEG,sketch_48.JPEG,vertical
n02094114,sketch_13.JPEG,sketch_37.JPEG,origin
n02094114,sketch_14.JPEG,sketch_38.JPEG,origin
n02094114,sketch_15.JPEG,sketch_39.JPEG,origin
n02094114,sketch_2.JPEG,sketch_26.JPEG,origin
n02094114,sketch_2.JPEG,sketch_50.JPEG,vertical
n02094114,sketch_25.JPEG,sketch_49.JPEG,symmetry
n02094114,sketch_30.JPEG,sketch_6.JPEG,horizontal
n02094114,sketch_31.JPEG,sketch_7.JPEG,horizontal
n02094258,sketch_1.JPEG,sketch_35.JPEG,horizontal
n02094258,sketch_10.JPEG,sketch_44.JPEG,horizontal
n02094258,sketch_11.JPEG,sketch_45.JPEG,horizontal
n02094258,sketch_14.JPEG,sketch_48.JPEG,horizontal
n02094258,sketch_16.JPEG,sketch_50.JPEG,origin
n02094258,sketch_2.JPEG,sketch_36.JPEG,horizontal
n02094258,sketch_39.JPEG,sketch_5.JPEG,horizontal
n02094433,sketch_0.JPEG,sketch_48.JPEG,horizontal
n02094433,sketch_2.JPEG,sketch_50.JPEG,horizontal
n02096177,sketch_12.JPEG,sketch_44.JPEG,horizontal
n02096177,sketch_13.JPEG,sketch_45.JPEG,origin
n02096177,sketch_14.JPEG,sketch_46.JPEG,horizontal
n02096177,sketch_16.JPEG,sketch_48.JPEG,horizontal
n02096177,sketch_18.JPEG,sketch_50.JPEG,horizontal
n02096437,sketch_0.JPEG,sketch_36.JPEG,horizontal
n02096437,sketch_11.JPEG,sketch_47.JPEG,horizontal
n02096437,sketch_14.JPEG,sketch_50.JPEG,horizontal
n02096437,sketch_2.JPEG,sketch_38.JPEG,horizontal
n02096437,sketch_3.JPEG,sketch_39.JPEG,horizontal
n02096437,sketch_4.JPEG,sketch_40.JPEG,horizontal
n02096437,sketch_44.JPEG,sketch_8.JPEG,horizontal
n02097047,sketch_0.JPEG,sketch_49.JPEG,horizontal
n02097047,sketch_1.JPEG,sketch_50.JPEG,origin
n02097130,sketch_0.JPEG,sketch_34.JPEG,origin
n02097130,sketch_1.JPEG,sketch_35.JPEG,origin
n02097130,sketch_13.JPEG,sketch_47.JPEG,horizontal
n02097130,sketch_16.JPEG,sketch_50.JPEG,horizontal
n02097130,sketch_3.JPEG,sketch_37.JPEG,horizontal
n02097130,sketch_39.JPEG,sketch_5.JPEG,horizontal
n02097130,sketch_41.JPEG,sketch_7.JPEG,horizontal
n02097209,sketch_0.JPEG,sketch_17.JPEG,horizontal
n02097209,sketch_1.JPEG,sketch_35.JPEG,vertical
n02097209,sketch_11.JPEG,sketch_45.JPEG,vertical
n02097209,sketch_12.JPEG,sketch_29.JPEG,horizontal
n02097209,sketch_12.JPEG,sketch_46.JPEG,vertical
n02097209,sketch_19.JPEG,sketch_2.JPEG,horizontal
n02097209,sketch_19.JPEG,sketch_36.JPEG,symmetry
n02097209,sketch_20.JPEG,sketch_3.JPEG,origin
n02097209,sketch_20.JPEG,sketch_37.JPEG,vertical
n02097209,sketch_23.JPEG,sketch_6.JPEG,horizontal
n02097209,sketch_25.JPEG,sketch_42.JPEG,origin
n02097209,sketch_26.JPEG,sketch_43.JPEG,symmetry
n02097209,sketch_26.JPEG,sketch_9.JPEG,horizontal
n02097209,sketch_27.JPEG,sketch_44.JPEG,symmetry
n02097209,sketch_33.JPEG,sketch_50.JPEG,symmetry
n02097209,sketch_39.JPEG,sketch_5.JPEG,vertical
n02097298,sketch_3.JPEG,sketch_50.JPEG,horizontal
n02097298,sketch_41.JPEG,sketch_42.JPEG,origin
n02098286,sketch_0.JPEG,sketch_17.JPEG,origin
n02098286,sketch_2.JPEG,sketch_50.JPEG,horizontal
n02098413,sketch_0.JPEG,sketch_31.JPEG,horizontal
n02098413,sketch_10.JPEG,sketch_41.JPEG,horizontal
n02098413,sketch_12.JPEG,sketch_43.JPEG,horizontal
n02098413,sketch_14.JPEG,sketch_45.JPEG,horizontal
n02098413,sketch_18.JPEG,sketch_49.JPEG,horizontal
n02098413,sketch_35.JPEG,sketch_4.JPEG,horizontal
n02098413,sketch_37.JPEG,sketch_6.JPEG,horizontal
n02100236,sketch_0.JPEG,sketch_36.JPEG,horizontal
n02100236,sketch_1.JPEG,sketch_37.JPEG,horizontal
n02100236,sketch_12.JPEG,sketch_48.JPEG,horizontal
n02100236,sketch_14.JPEG,sketch_50.JPEG,horizontal
n02100236,sketch_4.JPEG,sketch_40.JPEG,horizontal
n02100236,sketch_43.JPEG,sketch_7.JPEG,horizontal
n02100583,sketch_10.JPEG,sketch_48.JPEG,origin
n02100583,sketch_11.JPEG,sketch_49.JPEG,horizontal
n02100583,sketch_44.JPEG,sketch_6.JPEG,horizontal
n02100583,sketch_46.JPEG,sketch_8.JPEG,horizontal
n02100583,sketch_47.JPEG,sketch_9.JPEG,horizontal
n02100735,sketch_1.JPEG,sketch_49.JPEG,horizontal
n02100735,sketch_2.JPEG,sketch_50.JPEG,horizontal
n02100877,sketch_4.JPEG,sketch_47.JPEG,horizontal
n02100877,sketch_49.JPEG,sketch_6.JPEG,horizontal
n02101006,sketch_12.JPEG,sketch_38.JPEG,horizontal
n02101006,sketch_14.JPEG,sketch_40.JPEG,horizontal
n02101006,sketch_15.JPEG,sketch_41.JPEG,horizontal
n02101006,sketch_18.JPEG,sketch_44.JPEG,horizontal
n02101006,sketch_19.JPEG,sketch_45.JPEG,horizontal
n02101006,sketch_24.JPEG,sketch_50.JPEG,horizontal
n02101006,sketch_29.JPEG,sketch_3.JPEG,horizontal
n02101006,sketch_32.JPEG,sketch_6.JPEG,horizontal
n02101006,sketch_33.JPEG,sketch_7.JPEG,origin
n02101006,sketch_34.JPEG,sketch_8.JPEG,horizontal
n02101388,sketch_1.JPEG,sketch_37.JPEG,horizontal
n02101388,sketch_2.JPEG,sketch_38.JPEG,horizontal
n02101388,sketch_3.JPEG,sketch_39.JPEG,horizontal
n02102040,sketch_1.JPEG,sketch_48.JPEG,horizontal
n02102177,sketch_0.JPEG,sketch_24.JPEG,horizontal
n02102177,sketch_0.JPEG,sketch_48.JPEG,vertical
n02102177,sketch_1.JPEG,sketch_25.JPEG,origin
n02102177,sketch_1.JPEG,sketch_49.JPEG,origin
n02102177,sketch_12.JPEG,sketch_36.JPEG,horizontal
n02102177,sketch_14.JPEG,sketch_38.JPEG,horizontal
n02102177,sketch_2.JPEG,sketch_26.JPEG,origin
n02102177,sketch_20.JPEG,sketch_44.JPEG,origin
n02102177,sketch_22.JPEG,sketch_46.JPEG,horizontal
n02102177,sketch_27.JPEG,sketch_3.JPEG,origin
n02102177,sketch_29.JPEG,sketch_5.JPEG,horizontal
n02102177,sketch_32.JPEG,sketch_8.JPEG,origin
n02102318,sketch_1.JPEG,sketch_50.JPEG,horizontal
n02102480,sketch_1.JPEG,sketch_49.JPEG,origin
n02102480,sketch_10.JPEG,sketch_22.JPEG,horizontal
n02102480,sketch_10.JPEG,sketch_46.JPEG,symmetry
n02102480,sketch_11.JPEG,sketch_47.JPEG,origin
n02102480,sketch_12.JPEG,sketch_36.JPEG,vertical
n02102480,sketch_12.JPEG,sketch_48.JPEG,horizontal
n02102480,sketch_15.JPEG,sketch_27.JPEG,origin
n02102480,sketch_18.JPEG,sketch_42.JPEG,origin
n02102480,sketch_18.JPEG,sketch_6.JPEG,origin
n02102480,sketch_19.JPEG,sketch_31.JPEG,symmetry
n02102480,sketch_19.JPEG,sketch_7.JPEG,horizontal
n02102480,sketch_20.JPEG,sketch_32.JPEG,symmetry
n02102480,sketch_20.JPEG,sketch_44.JPEG,vertical
n02102480,sketch_21.JPEG,sketch_33.JPEG,symmetry
n02102480,sketch_21.JPEG,sketch_45.JPEG,vertical
n02102480,sketch_21.JPEG,sketch_9.JPEG,horizontal
n02102480,sketch_26.JPEG,sketch_50.JPEG,vertical
n02102480,sketch_28.JPEG,sketch_40.JPEG,horizontal
n02102480,sketch_29.JPEG,sketch_5.JPEG,vertical
n02104029,sketch_0.JPEG,sketch_28.JPEG,horizontal
n02104029,sketch_10.JPEG,sketch_38.JPEG,origin
n02104029,sketch_13.JPEG,sketch_41.JPEG,horizontal
n02104029,sketch_17.JPEG,sketch_45.JPEG,origin
n02104029,sketch_2.JPEG,sketch_30.JPEG,horizontal
n02104029,sketch_22.JPEG,sketch_50.JPEG,horizontal
n02104029,sketch_3.JPEG,sketch_31.JPEG,origin
n02104029,sketch_33.JPEG,sketch_5.JPEG,horizontal
n02104029,sketch_34.JPEG,sketch_6.JPEG,horizontal
n02104029,sketch_37.JPEG,sketch_9.JPEG,horizontal
n02105056,sketch_1.JPEG,sketch_47.JPEG,horizontal
n02105056,sketch_3.JPEG,sketch_49.JPEG,horizontal
n02105056,sketch_7.JPEG,sketch_9.JPEG,origin
n02105162,sketch_1.JPEG,sketch_37.JPEG,horizontal
n02105162,sketch_11.JPEG,sketch_47.JPEG,horizontal
n02105162,sketch_12.JPEG,sketch_48.JPEG,horizontal
n02105162,sketch_3.JPEG,sketch_39.JPEG,horizontal
n02105162,sketch_42.JPEG,sketch_6.JPEG,horizontal
n02105162,sketch_45.JPEG,sketch_9.JPEG,horizontal
n02105412,sketch_1.JPEG,sketch_16.JPEG,horizontal
n02105412,sketch_1.JPEG,sketch_31.JPEG,vertical
n02105412,sketch_15.JPEG,sketch_45.JPEG,vertical
n02105412,sketch_18.JPEG,sketch_3.JPEG,horizontal
n02105412,sketch_18.JPEG,sketch_33.JPEG,symmetry
n02105412,sketch_18.JPEG,sketch_48.JPEG,vertical
n02105412,sketch_19.JPEG,sketch_34.JPEG,symmetry
n02105412,sketch_2.JPEG,sketch_47.JPEG,origin
n02105412,sketch_20.JPEG,sketch_35.JPEG,symmetry
n02105412,sketch_20.JPEG,sketch_5.JPEG,horizontal
n02105412,sketch_20.JPEG,sketch_50.JPEG,vertical
n02105412,sketch_21.JPEG,sketch_36.JPEG,symmetry
n02105412,sketch_21.JPEG,sketch_6.JPEG,horizontal
n02105412,sketch_23.JPEG,sketch_38.JPEG,symmetry
n02105412,sketch_23.JPEG,sketch_8.JPEG,horizontal
n02105412,sketch_24.JPEG,sketch_9.JPEG,origin
n02105641,sketch_0.JPEG,sketch_41.JPEG,origin
n02105641,sketch_1.JPEG,sketch_42.JPEG,horizontal
n02105641,sketch_2.JPEG,sketch_43.JPEG,horizontal
n02105641,sketch_3.JPEG,sketch_44.JPEG,horizontal
n02105641,sketch_50.JPEG,sketch_9.JPEG,horizontal
n02105855,sketch_4.JPEG,sketch_50.JPEG,horizontal
n02106030,sketch_10.JPEG,sketch_46.JPEG,horizontal
n02106030,sketch_12.JPEG,sketch_48.JPEG,horizontal
n02106030,sketch_41.JPEG,sketch_5.JPEG,horizontal
n02106030,sketch_43.JPEG,sketch_7.JPEG,horizontal
n02106030,sketch_45.JPEG,sketch_9.JPEG,horizontal
n02106166,sketch_1.JPEG,sketch_27.JPEG,horizontal
n02106166,sketch_10.JPEG,sketch_36.JPEG,horizontal
n02106166,sketch_12.JPEG,sketch_38.JPEG,horizontal
n02106166,sketch_13.JPEG,sketch_39.JPEG,horizontal
n02106166,sketch_2.JPEG,sketch_28.JPEG,origin
n02106166,sketch_29.JPEG,sketch_3.JPEG,horizontal
n02106166,sketch_35.JPEG,sketch_9.JPEG,horizontal
n02107142,sketch_1.JPEG,sketch_50.JPEG,horizontal
n02107574,sketch_2.JPEG,sketch_44.JPEG,horizontal
n02107574,sketch_4.JPEG,sketch_46.JPEG,horizontal
n02107574,sketch_48.JPEG,sketch_6.JPEG,horizontal
n02108089,sketch_0.JPEG,sketch_33.JPEG,horizontal
n02108089,sketch_15.JPEG,sketch_48.JPEG,horizontal
n02108089,sketch_17.JPEG,sketch_50.JPEG,horizontal
n02108089,sketch_38.JPEG,sketch_5.JPEG,horizontal
n02108089,sketch_40.JPEG,sketch_7.JPEG,horizontal
n02108089,sketch_41.JPEG,sketch_8.JPEG,horizontal
n02108089,sketch_42.JPEG,sketch_9.JPEG,horizontal
n02108422,sketch_1.JPEG,sketch_49.JPEG,horizontal
n02108422,sketch_2.JPEG,sketch_50.JPEG,origin
n02108422,sketch_23.JPEG,sketch_35.JPEG,origin
n02108422,sketch_23.JPEG,sketch_41.JPEG,origin
n02109047,sketch_0.JPEG,sketch_49.JPEG,horizontal
n02109525,sketch_0.JPEG,sketch_49.JPEG,horizontal
n02110185,sketch_0.JPEG,sketch_32.JPEG,origin
n02110185,sketch_1.JPEG,sketch_33.JPEG,horizontal
n02110185,sketch_15.JPEG,sketch_47.JPEG,origin
n02110185,sketch_16.JPEG,sketch_48.JPEG,horizontal
n02110185,sketch_36.JPEG,sketch_4.JPEG,horizontal
n02110185,sketch_38.JPEG,sketch_6.JPEG,horizontal
n02110185,sketch_40.JPEG,sketch_8.JPEG,horizontal
n02110185,sketch_41.JPEG,sketch_9.JPEG,horizontal
n02110806,sketch_11.JPEG,sketch_50.JPEG,horizontal
n02110806,sketch_45.JPEG,sketch_6.JPEG,horizontal
n02110806,sketch_46.JPEG,sketch_7.JPEG,horizontal
n02110806,sketch_47.JPEG,sketch_8.JPEG,horizontal
n02110806,sketch_48.JPEG,sketch_9.JPEG,horizontal
n02111277,sketch_0.JPEG,sketch_38.JPEG,horizontal
n02111277,sketch_4.JPEG,sketch_42.JPEG,horizontal
n02111277,sketch_44.JPEG,sketch_6.JPEG,horizontal
n02111889,sketch_10.JPEG,sketch_18.JPEG,origin
n02111889,sketch_12.JPEG,sketch_36.JPEG,origin
n02111889,sketch_2.JPEG,sketch_48.JPEG,horizontal
n02112137,sketch_1.JPEG,sketch_39.JPEG,origin
n02112137,sketch_3.JPEG,sketch_41.JPEG,origin
n02112350,sketch_1.JPEG,sketch_42.JPEG,horizontal
n02112350,sketch_4.JPEG,sketch_45.JPEG,horizontal
n02112350,sketch_48.JPEG,sketch_7.JPEG,horizontal
n02112350,sketch_49.JPEG,sketch_8.JPEG,horizontal
n02112350,sketch_50.JPEG,sketch_9.JPEG,horizontal
n02113023,sketch_12.JPEG,sketch_41.JPEG,horizontal
n02113023,sketch_13.JPEG,sketch_42.JPEG,horizontal
n02113023,sketch_14.JPEG,sketch_43.JPEG,horizontal
n02113023,sketch_15.JPEG,sketch_44.JPEG,horizontal
n02113023,sketch_17.JPEG,sketch_46.JPEG,horizontal
n02113023,sketch_2.JPEG,sketch_31.JPEG,horizontal
n02113023,sketch_33.JPEG,sketch_4.JPEG,origin
n02113712,sketch_0.JPEG,sketch_1.JPEG,horizontal
n02113712,sketch_0.JPEG,sketch_11.JPEG,symmetry
n02113712,sketch_0.JPEG,sketch_12.JPEG,origin
n02113712,sketch_0.JPEG,sketch_15.JPEG,symmetry
n02113712,sketch_0.JPEG,sketch_19.JPEG,symmetry
n02113712,sketch_0.JPEG,sketch_2.JPEG,vertical
n02113712,sketch_0.JPEG,sketch_20.JPEG,origin
n02113712,sketch_0.JPEG,sketch_22.JPEG,vertical
n02113712,sketch_0.JPEG,sketch_23.JPEG,symmetry
n02113712,sketch_0.JPEG,sketch_25.JPEG,horizontal
n02113712,sketch_0.JPEG,sketch_26.JPEG,vertical
n02113712,sketch_0.JPEG,sketch_29.JPEG,horizontal
n02113712,sketch_0.JPEG,sketch_3.JPEG,symmetry
n02113712,sketch_0.JPEG,sketch_30.JPEG,vertical
n02113712,sketch_0.JPEG,sketch_32.JPEG,origin
n02113712,sketch_0.JPEG,sketch_34.JPEG,vertical
n02113712,sketch_0.JPEG,sketch_36.JPEG,origin
n02113712,sketch_0.JPEG,sketch_37.JPEG,horizontal
n02113712,sketch_0.JPEG,sketch_38.JPEG,vertical
n02113712,sketch_0.JPEG,sketch_4.JPEG,origin
n02113712,sketch_0.JPEG,sketch_41.JPEG,horizontal
n02113712,sketch_0.JPEG,sketch_44.JPEG,origin
n02113712,sketch_0.JPEG,sketch_45.JPEG,horizontal
n02113712,sketch_0.JPEG,sketch_46.JPEG,vertical
n02113712,sketch_0.JPEG,sketch_47.JPEG,symmetry
n02113712,sketch_0.JPEG,sketch_48.JPEG,origin
n02113712,sketch_0.JPEG,sketch_5.JPEG,horizontal
